timestamp,iteration,qtype,duration,rcode,an_count,anom
2025-06-21 16:59:54,1,SOA,0.039,3,0,
2025-06-21 16:59:54,2,MX,0.035,3,0,
2025-06-21 16:59:54,3,TXT,0.039,3,0,
2025-06-21 16:59:54,4,TXT,0.035,0,0,
2025-06-21 16:59:54,5,MX,0.035,0,0,
2025-06-21 16:59:54,6,CNAME,0.039,3,0,
2025-06-21 16:59:54,7,SOA,0.035,0,0,
2025-06-21 16:59:54,8,CNAME,0.043,3,0,
2025-06-21 16:59:54,9,MX,0.039,0,0,
2025-06-21 16:59:54,10,MX,0.035,0,0,
2025-06-21 16:59:54,11,NS,0.035,0,0,
2025-06-21 16:59:54,12,CNAME,0.043,0,0,
2025-06-21 16:59:54,13,MX,0.043,0,0,
2025-06-21 16:59:54,14,AAAA,0.039,3,0,
2025-06-21 16:59:54,15,MX,0.039,0,0,
2025-06-21 16:59:54,16,A,0.043,0,0,
2025-06-21 16:59:54,17,MX,0.043,3,0,
2025-06-21 16:59:54,18,AAAA,0.043,0,0,
2025-06-21 16:59:54,19,TXT,0.039,0,0,
2025-06-21 16:59:55,20,SOA,0.039,0,0,
2025-06-21 16:59:55,21,A,0.035,0,0,
2025-06-21 16:59:55,22,AAAA,0.038,0,0,
2025-06-21 16:59:55,23,TXT,0.035,0,0,
2025-06-21 16:59:55,24,SOA,0.039,0,0,
2025-06-21 16:59:55,25,TXT,0.042,3,0,
2025-06-21 16:59:55,26,CNAME,0.043,0,0,
2025-06-21 16:59:55,27,MX,0.035,0,0,
2025-06-21 16:59:55,28,AAAA,0.035,0,0,
2025-06-21 16:59:55,29,CNAME,0.035,0,0,
2025-06-21 16:59:55,30,AAAA,0.042,0,0,
2025-06-21 16:59:55,31,CNAME,0.047,3,0,
2025-06-21 16:59:55,32,SOA,0.039,3,0,
2025-06-21 16:59:55,33,AAAA,0.039,0,0,
2025-06-21 16:59:55,34,A,0.030,0,0,
2025-06-21 16:59:55,35,AAAA,0.035,0,0,
2025-06-21 16:59:55,36,MX,0.039,3,0,
2025-06-21 16:59:55,37,CNAME,0.039,3,0,
2025-06-21 16:59:55,38,SOA,0.043,0,0,
2025-06-21 16:59:55,39,SOA,0.035,0,0,
2025-06-21 16:59:55,40,MX,0.034,0,0,
2025-06-21 16:59:55,41,A,0.035,0,0,
2025-06-21 16:59:55,42,SOA,0.042,3,0,
2025-06-21 16:59:55,43,CNAME,0.035,0,0,
2025-06-21 16:59:55,44,A,0.035,0,0,
2025-06-21 16:59:55,45,AAAA,0.035,0,0,
2025-06-21 16:59:56,46,SOA,0.047,3,0,
2025-06-21 16:59:56,47,SOA,0.043,0,0,
2025-06-21 16:59:56,48,NS,0.035,0,0,
2025-06-21 16:59:56,49,NS,0.035,0,0,
2025-06-21 16:59:56,50,TXT,0.031,0,0,
2025-06-21 16:59:56,51,SOA,0.047,3,0,
2025-06-21 16:59:56,52,AAAA,0.038,0,0,
2025-06-21 16:59:56,53,TXT,0.038,0,0,
2025-06-21 16:59:56,54,MX,0.038,0,0,
2025-06-21 16:59:56,55,CNAME,0.035,0,0,
2025-06-21 16:59:56,56,A,0.043,3,0,
2025-06-21 16:59:56,57,CNAME,0.043,3,0,
2025-06-21 16:59:56,58,MX,0.043,3,0,
2025-06-21 16:59:56,59,SOA,0.039,0,0,
2025-06-21 16:59:56,60,A,0.035,0,0,
2025-06-21 16:59:56,61,NS,0.039,0,0,
2025-06-21 16:59:56,62,A,0.043,3,0,
2025-06-21 16:59:56,63,A,0.039,0,0,
2025-06-21 16:59:56,64,SOA,0.034,0,0,
2025-06-21 16:59:56,65,NS,0.038,0,0,
2025-06-21 16:59:56,66,SOA,0.035,0,0,
2025-06-21 16:59:56,67,A,0.042,0,0,
2025-06-21 16:59:56,68,TXT,0.038,0,0,
2025-06-21 16:59:56,69,A,0.051,0,0,
2025-06-21 16:59:57,70,TXT,0.038,0,0,
2025-06-21 16:59:57,71,TXT,0.038,0,0,
2025-06-21 16:59:57,72,TXT,0.034,0,0,
2025-06-21 16:59:57,73,CNAME,0.046,3,0,
2025-06-21 16:59:57,74,CNAME,0.039,0,0,
2025-06-21 16:59:57,75,MX,0.038,3,0,
2025-06-21 16:59:57,76,NS,0.035,0,0,
2025-06-21 16:59:57,77,A,0.038,3,0,
2025-06-21 16:59:57,78,NS,0.043,0,0,
2025-06-21 16:59:57,79,MX,0.038,0,0,
2025-06-21 16:59:57,80,TXT,0.038,3,0,
2025-06-21 16:59:57,81,NS,0.039,0,0,
2025-06-21 16:59:57,82,MX,0.038,0,0,
2025-06-21 16:59:57,83,NS,0.034,0,0,
2025-06-21 16:59:57,84,TXT,0.046,3,0,
2025-06-21 16:59:57,85,CNAME,0.035,0,0,
2025-06-21 16:59:57,86,A,0.039,0,0,
2025-06-21 16:59:57,87,CNAME,0.043,0,0,
2025-06-21 16:59:57,88,TXT,0.038,0,0,
2025-06-21 16:59:57,89,MX,0.042,3,0,
2025-06-21 16:59:57,90,MX,0.055,3,0,
2025-06-21 16:59:57,91,MX,0.043,0,0,
2025-06-21 16:59:57,92,CNAME,0.035,0,0,
2025-06-21 16:59:57,93,AAAA,0.038,0,0,
2025-06-21 16:59:57,94,SOA,0.038,0,0,
2025-06-21 16:59:58,95,AAAA,0.042,0,0,
2025-06-21 16:59:58,96,A,0.039,0,0,
2025-06-21 16:59:58,97,CNAME,0.039,0,0,
2025-06-21 16:59:58,98,CNAME,0.038,0,0,
2025-06-21 16:59:58,99,AAAA,0.047,0,0,
2025-06-21 16:59:58,100,NS,0.043,3,0,
2025-06-21 16:59:58,101,CNAME,0.035,0,0,
2025-06-21 16:59:58,102,AAAA,0.047,3,0,
2025-06-21 16:59:58,103,NS,0.042,3,0,
2025-06-21 16:59:58,104,AAAA,0.040,0,0,
2025-06-21 16:59:58,105,A,0.035,0,0,
2025-06-21 16:59:58,106,MX,0.035,0,0,
2025-06-21 16:59:58,107,TXT,0.034,0,0,
2025-06-21 16:59:58,108,A,0.043,0,0,
2025-06-21 16:59:58,109,CNAME,0.035,0,0,
2025-06-21 16:59:58,110,SOA,0.043,3,0,
2025-06-21 16:59:58,111,SOA,0.051,3,0,
2025-06-21 16:59:58,112,CNAME,0.035,0,0,
2025-06-21 16:59:58,113,AAAA,0.034,0,0,
2025-06-21 16:59:58,114,SOA,0.039,3,0,
2025-06-21 16:59:58,115,CNAME,0.035,0,0,
2025-06-21 16:59:58,116,AAAA,0.035,0,0,
2025-06-21 16:59:58,117,AAAA,0.039,0,0,
2025-06-21 16:59:58,118,A,0.043,0,0,
2025-06-21 16:59:59,119,CNAME,0.035,0,0,
2025-06-21 16:59:59,120,A,0.035,0,0,
2025-06-21 16:59:59,121,MX,0.035,0,0,
2025-06-21 16:59:59,122,MX,0.034,0,0,
2025-06-21 16:59:59,123,AAAA,0.035,0,0,
2025-06-21 16:59:59,124,NS,0.038,0,0,
2025-06-21 16:59:59,125,AAAA,0.043,3,0,
2025-06-21 16:59:59,126,NS,0.039,0,0,
2025-06-21 16:59:59,127,CNAME,0.034,0,0,
2025-06-21 16:59:59,128,TXT,0.034,0,0,
2025-06-21 16:59:59,129,TXT,0.051,3,0,
2025-06-21 16:59:59,130,TXT,0.039,3,0,
2025-06-21 16:59:59,131,CNAME,0.043,3,0,
2025-06-21 16:59:59,132,MX,0.039,0,0,
2025-06-21 16:59:59,133,A,0.034,0,0,
2025-06-21 16:59:59,134,CNAME,0.035,0,0,
2025-06-21 16:59:59,135,SOA,0.042,3,0,
2025-06-21 16:59:59,136,SOA,0.039,0,0,
2025-06-21 16:59:59,137,SOA,0.034,0,0,
2025-06-21 16:59:59,138,TXT,0.034,0,0,
2025-06-21 16:59:59,139,NS,0.038,0,0,
2025-06-21 16:59:59,140,NS,0.043,3,0,
2025-06-21 16:59:59,141,NS,0.039,0,0,
2025-06-21 16:59:59,142,MX,0.043,3,0,
2025-06-21 16:59:59,143,SOA,0.039,0,0,
2025-06-21 17:00:00,144,A,0.043,0,0,
2025-06-21 17:00:00,145,SOA,0.038,0,0,
2025-06-21 17:00:00,146,A,0.038,0,0,
2025-06-21 17:00:00,147,CNAME,0.039,0,0,
2025-06-21 17:00:00,148,SOA,0.038,0,0,
2025-06-21 17:00:00,149,AAAA,0.062,0,0,slow:0.062
2025-06-21 17:00:00,150,SOA,0.038,0,0,
2025-06-21 17:00:00,151,CNAME,0.038,0,0,
2025-06-21 17:00:00,152,NS,0.038,0,0,
2025-06-21 17:00:00,153,A,0.042,3,0,
2025-06-21 17:00:00,154,MX,0.035,0,0,
2025-06-21 17:00:00,155,SOA,0.030,0,0,
2025-06-21 17:00:00,156,NS,0.034,3,0,
2025-06-21 17:00:00,157,A,0.043,0,0,
2025-06-21 17:00:00,158,TXT,0.046,3,0,
2025-06-21 17:00:00,159,SOA,0.039,0,0,
2025-06-21 17:00:00,160,MX,0.050,0,0,
2025-06-21 17:00:00,161,SOA,0.038,3,0,
2025-06-21 17:00:00,162,AAAA,0.047,0,0,
2025-06-21 17:00:00,163,CNAME,0.038,3,0,
2025-06-21 17:00:00,164,MX,0.039,0,0,
2025-06-21 17:00:00,165,A,0.034,0,0,
2025-06-21 17:00:00,166,A,0.035,0,0,
2025-06-21 17:00:00,167,CNAME,0.035,0,0,
2025-06-21 17:00:01,168,A,0.046,3,0,
2025-06-21 17:00:01,169,A,0.034,0,0,
2025-06-21 17:00:01,170,SOA,0.034,0,0,
2025-06-21 17:00:01,171,TXT,0.037,0,0,
2025-06-21 17:00:01,172,MX,0.046,0,0,
2025-06-21 17:00:01,173,CNAME,0.034,0,0,
2025-06-21 17:00:01,174,CNAME,0.062,0,0,slow:0.062
2025-06-21 17:00:01,175,NS,0.048,0,0,
2025-06-21 17:00:01,176,A,0.049,3,0,
2025-06-21 17:00:01,177,TXT,0.047,0,0,
2025-06-21 17:00:01,178,TXT,0.058,0,0,slow:0.058
2025-06-21 17:00:01,179,SOA,0.042,0,0,
2025-06-21 17:00:01,180,TXT,0.046,3,0,
2025-06-21 17:00:01,181,NS,0.054,3,0,
2025-06-21 17:00:01,182,AAAA,0.047,0,0,
2025-06-21 17:00:01,183,AAAA,0.038,0,0,
2025-06-21 17:00:01,184,AAAA,0.046,3,0,
2025-06-21 17:00:01,185,NS,0.039,0,0,
2025-06-21 17:00:01,186,MX,0.046,3,0,
2025-06-21 17:00:01,187,CNAME,0.047,0,0,
2025-06-21 17:00:01,188,SOA,0.053,0,0,
2025-06-21 17:00:02,189,AAAA,0.094,3,0,
2025-06-21 17:00:02,190,SOA,0.046,0,0,
2025-06-21 17:00:02,191,SOA,0.054,0,0,
2025-06-21 17:00:02,192,SOA,0.077,0,0,slow:0.077
2025-06-21 17:00:02,193,CNAME,0.061,3,0,
2025-06-21 17:00:02,194,AAAA,0.035,0,0,
2025-06-21 17:00:02,195,CNAME,0.042,0,0,
2025-06-21 17:00:02,196,A,0.038,0,0,
2025-06-21 17:00:02,197,MX,0.057,3,0,
2025-06-21 17:00:02,198,A,0.043,3,0,
2025-06-21 17:00:02,199,MX,0.055,0,0,
2025-06-21 17:00:02,200,AAAA,0.049,0,0,
